task_id,domain,packet,packet_sha256,priority,risk_codes,blind_review_operations,coordinator_status,human_decision
cand_scheduling_009,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_009.json,8ceeb14ecf71b344934861e47c340b02de9b40d0ba067ac1ef10362c4d53fd62,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_012,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_012.json,5cf46227dcb6b2a62a2905e82885debb6e6fef2ae4393c6e32db2dcb1faf70a0,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_018,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_018.json,c80a061816d90b937d95eedcd91751e3bb202aa67fe4cfd1875de0dafecade87,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_020,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_020.json,8f7ec2ac5ce2c5ec9a540f99260a453149fc43f74ad25ee0be2ea5a5b6391f04,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_021,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_021.json,358e3af5fa0514806cbccca9824f5e1a6d6064f764eafff8ce4d67a278e6ebef,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_024,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_024.json,562d51ad4884c70632d901a3e25624e6c3484f4edbeadc5db08ccc7bd997f65e,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_027,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_027.json,cb46c0d06e5e599a14ee9692346e1dcf3c4cd976e349667919b9b2d7e471f735,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_029,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_029.json,e0cd1db5c626a239195f87bcd1c54d204cecff5bd0321bc1c99ded8ec5432ceb,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_030,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_030.json,515fb02f52ceeca06ceab730f2a0361a06a35633d46a9c753c23de8c5927cfbf,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_033,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_033.json,400cf9ed24f1040b489af6ada1e1b47a7712c8ac0fe50c177668fb57132e53c1,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_035,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_035.json,f74f9ac7329bd69ec077d71d476bc5226e52ef25ab9b3dddc312fbf6e8e0df6c,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_036,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_036.json,101c8381d5eb762d9f4bc63d9dcd57d18fd07af24fc06433c31e2710f22b0697,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_scheduling_039,scheduling,data/annotations/candidate_packets_v2/cand_scheduling_039.json,819b947bf4b5ad494c80ba0a3f01e99c4c69bfa97b2c2426b4f1286a59947020,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_travel_002,travel,data/annotations/candidate_packets_v2/cand_travel_002.json,7dcfbf5ae157f81d6be1ff12b54108f330bddd6d985a689b3d34a6bb58f136b6,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_travel_003,travel,data/annotations/candidate_packets_v2/cand_travel_003.json,a0073513b436919094db9d8525dae52311a466fba186520fefa166906a7cd364,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_travel_009,travel,data/annotations/candidate_packets_v2/cand_travel_009.json,18e5deab5c34bbbbd6d2acae981f9e16fc75da1278e8db839e41749e18d1d913,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_travel_011,travel,data/annotations/candidate_packets_v2/cand_travel_011.json,96dc0064e07c70cf486068c132b1bf5e40a9cf02d7686715cb99e967e8682d2d,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_travel_012,travel,data/annotations/candidate_packets_v2/cand_travel_012.json,91ee9d8c9d63d43739918d79f5c0498b2b0dc6e45aa3e3f1b0e6f089b067ad2b,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_travel_015,travel,data/annotations/candidate_packets_v2/cand_travel_015.json,8a3b36391e2df4c23bfce47b0e5b968d9739a2e4f6f066c046ed8105e0f4b149,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_travel_017,travel,data/annotations/candidate_packets_v2/cand_travel_017.json,9e6c54ff51f8d0588c7379afff2ae8472364a1891382290455044404e91de1f5,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_travel_024,travel,data/annotations/candidate_packets_v2/cand_travel_024.json,73d79af92e63b6ddc657b8785ee5d3810cee02ecaf5d611b824244cf65b2d800,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_travel_026,travel,data/annotations/candidate_packets_v2/cand_travel_026.json,1d4883e9d6b766c67af0ad20782e9f943d03f488e3a4fd17f80ada876c4d7bc7,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
cand_travel_032,travel,data/annotations/candidate_packets_v2/cand_travel_032.json,cafabfb35cd3cc70e3f6727850239182abbe8c788cc877de1c9607d8e9a84507,P3,counterfactual_relevance_review,reconstruct_minimal_state_from_packet,unassigned,
